Full Text,Author,Creation Time,Hashtags,text,useful tweet
"This was taken Friday morning, just up the road from our house. As we evacuated and drove down the hill, our neighbors stood fearfully watching the fire approach their newly developed… https://www.instagram.com/p/BqICIIXlDC4/?utm_source=ig_twitter_share&igshid=1w297nbx5swz6 …",DesignBuildLA,Tue Nov 13 15:32:46 +0000 2018,,"this was taken friday morning, just up the road from our house. as we evacuated and drove down the hill, our neighbors stood fearfully watching the fire approach their newly developed… …",False
With all these chemicals being Sprayed.. no wonder the fires are fueled so quick !! Talk about Pollution!! These have been Sprayed for at least a Decade! Call… https://www.instagram.com/p/BqIBesAFOYyotGe3rglCGZOfkXMpTAgQJJW-ak0/?utm_source=ig_twitter_share&igshid=54qt894xfnag …,robbiebrinkley1,Tue Nov 13 15:22:20 +0000 2018,,with all these chemicals being sprayed.. no wonder the fires are fueled so quick !! talk about pollution!! these have been sprayed for at least a decade! call… …,False
"I night paint this! #fireAftermath #fires #california #westlakevillage @Westlake Village, California https://www.instagram.com/p/BqIAnG-lAm5/?utm_source=ig_twitter_share&igshid=fmgjrd4floao …",DMInkPublishing,Tue Nov 13 15:14:09 +0000 2018,#fireAftermath #fires #california #westlakevillage,"i night paint this! #fireaftermath #fires #california #westlakevillage @westlake village, california …",False
"I'm at Los Angeles Fire Department EPI-Center - @lafd in Los Angeles, CAhttps://www.swarmapp.com/c/8TlPYRmGB8b",brianstatus,Tue Nov 13 14:57:54 +0000 2018,,"i'm at los angeles fire department epi-center - @lafd in los angeles,",False
It's been such a heartbreaking and devastating few days..- Thank you to all the heros out there trying to rescue all the animals who were left behind in the fires and all the wildlife.. -… https://www.instagram.com/p/BqH9ZuqFZxE/?utm_source=ig_twitter_share&igshid=2pfwyxwsa7ef …,SGVpetcare,Tue Nov 13 14:47:40 +0000 2018,,it's been such a heartbreaking and devastating few days..- thank you to all the heros out there trying to rescue all the animals who were left behind in the fires and all the wildlife.. -… …,False
"CA friends~For Fire victims... I know of a few short term, fully furnished rentals available in Calabasas/Woodland Hills areas. If you know of someone in need,… https://www.instagram.com/p/BqH7qtqgkI984EgrzFHyCm-C7gWqAXgQ_9mfUc0/?utm_source=ig_twitter_share&igshid=34clf74x6e0f …",StephRomanovich,Tue Nov 13 14:30:59 +0000 2018,,"ca friends~for fire victims... i know of a few short term, fully furnished rentals available in calabasas/woodland hills areas. if you know of someone in need,… …",False
"Morning Briefing (at @LAFD Fire Station 4 in Los Angeles, CA) https://www.swarmapp.com/c/eyX7oTHu0R7",brianstatus,Tue Nov 13 13:59:10 +0000 2018,,"morning briefing (at @lafd fire station 4 in los angeles, ca)",False
Big s/o to the homie malaaysiaaa who had aodmondaysla on fire tonight on that stage. ________________________________________ Much love & Respect to my brother daveeast &… https://www.instagram.com/p/BqHj-SpFeJX/?utm_source=ig_twitter_share&igshid=r4du567v61z6 …,iamcharlesoneal,Tue Nov 13 11:04:30 +0000 2018,,big s/o to the homie malaaysiaaa who had aodmondaysla on fire tonight on that stage. ________________________________________ much love & respect to my brother daveeast &… …,False
"fires to the west of us @Los Angeles, California https://www.instagram.com/p/BqHfMyHHCsm/?utm_source=ig_twitter_share&igshid=1zohluc483ru …",davidraven,Tue Nov 13 10:23:25 +0000 2018,,"fires to the west of us @los angeles, california …",False
"Back to the fires. Since Thursday California has lost thousands of acres of land, over 6k properties and 44 have died. Work tonight was not easy, but it doesn’t compare to the 39… https://www.instagram.com/p/BqHYIZxBWLj/?utm_source=ig_twitter_share&igshid=14m5p6d0qc7w8 …",RomiDeFrias,Tue Nov 13 09:20:26 +0000 2018,,"back to the fires. since thursday california has lost thousands of acres of land, over 6k properties and 44 have died. work tonight was not easy, but it doesn’t compare to the 39… …",False
Malibu in September on the Pepperdine Campus where flags are placed in memory of those lost on 911...that was before Malibu was under siege from devastating fires and now are trying to… https://www.instagram.com/p/BqHGAhpgWkX/?utm_source=ig_twitter_share&igshid=1322jqtlne5zs …,Nancykilar,Tue Nov 13 06:57:30 +0000 2018,,malibu in september on the pepperdine campus where flags are placed in memory of those lost on 911...that was before malibu was under siege from devastating fires and now are trying to… …,False
"Fire's a-stokin, storm's a-brewin. @Paseo Del Mar https://www.instagram.com/p/BqHHnNrhI4D/?utm_source=ig_twitter_share&igshid=1g9uxyoo7c1fw …",YabaDabaYolo,Tue Nov 13 06:56:10 +0000 2018,,"fire's a-stokin, storm's a-brewin. @paseo del mar …",False
"#prayforcalifornia #fuerzacalifornia #california #fire #onfire #firefighter #firefighting #bomberos #usa #fireman #faith #strong #together #sos #help #home #hurt @Los Angeles, California https://www.instagram.com/p/BqHGs9uhfPP/?utm_source=ig_twitter_share&igshid=1pybw3sz0n1wr …",SoyJuanAlberto,Tue Nov 13 06:48:10 +0000 2018,#prayforcalifornia #fuerzacalifornia #california #fire #onfire #firefighter #firefighting #bomberos #usa #fireman #faith #strong #together #sos #help #home #hurt,"#prayforcalifornia #fuerzacalifornia #california #fire #onfire #firefighter #firefighting #bomberos #usa #fireman #faith #strong #together #sos #help #home #hurt @los angeles, california …",False
Prayers and thoughts to #losangels #Repost abcworldnewstonight with get_repost ・・・ NEW BLAZE: Aerial footage shows firefighters battling a new brush fire that popped up along the 118… https://www.instagram.com/p/BqHCp8snRxV/?utm_source=ig_twitter_share&igshid=1oq0443mbyqc4 …,DamienAwai,Tue Nov 13 06:14:38 +0000 2018,#losangels #Repost,prayers and thoughts to #losangels #repost abcworldnewstonight with get_repost ・・・ new blaze: aerial footage shows firefighters battling a new brush fire that popped up along the 118… …,False
PLEASE HELP IF YOU CAN: FROM @adamlambert's IG STORY: This sweet family lost their house in the fires...swipe up to donate... >>> http://gofundme.com/b6t7t-mamas-for-meg … <<< #adamlambert… https://www.instagram.com/p/BqG_W1sBfWs/?utm_source=ig_twitter_share&igshid=sic90asi81e8 …,FoxVegas,Tue Nov 13 05:43:59 +0000 2018,#adamlambert,please help if you can: from @adamlambert's ig story: this sweet family lost their house in the fires...swipe up to donate... >>> … <<< #adamlambert… …,False
"This is what a SUPERHERO looks like. She’s brave, she’s beautiful and she is so Bad Ass. Jody and her Dad put aside any fears and went to my house and put out fires all over my backyard.… https://www.instagram.com/p/BqG8tjMHN9r/?utm_source=ig_twitter_share&igshid=1iyavjidv2ol9 …",reneegotiate,Tue Nov 13 05:42:18 +0000 2018,,"this is what a superhero looks like. she’s brave, she’s beautiful and she is so bad ass. jody and her dad put aside any fears and went to my house and put out fires all over my backyard.… …",False
Here are a few ways we can all help with the California Wild Fires currently going on! You can donate to the following: 1) Los Angeles Fire Department Foundation @lafdfoundation… https://www.instagram.com/p/BqG_GVJluLh/?utm_source=ig_twitter_share&igshid=11cpw625t4giz …,MiliMaroa,Tue Nov 13 05:41:42 +0000 2018,,here are a few ways we can all help with the california wild fires currently going on! you can donate to the following: 1) los angeles fire department foundation @lafdfoundation… …,False
CA fires still burning...seen on descent into Burbank. Passengers returning home and some coming to help loved ones. Life continues normally for many. Spirits smolder even as skies begin… https://www.instagram.com/p/BqG-djGhNO3/?utm_source=ig_twitter_share&igshid=1js7mb1jp5gdw …,michellange,Tue Nov 13 05:36:10 +0000 2018,,ca fires still burning...seen on descent into burbank. passengers returning home and some coming to help loved ones. life continues normally for many. spirits smolder even as skies begin… …,False
"Yep. Pies pies pies are everywhere. Pies.... Give someone in need like fire victims pies. Wait do not take that as like, let them eat cake ok. Give them something more nourishing… https://www.instagram.com/p/BqG9O6dg9eS/?utm_source=ig_twitter_share&igshid=1jyak1d8mt9y …",LauraAnnTull,Tue Nov 13 05:25:25 +0000 2018,,"yep. pies pies pies are everywhere. pies.... give someone in need like fire victims pies. wait do not take that as like, let them eat cake ok. give them something more nourishing… …",False
"Much respect to the men and women here in California battling these fires. Interface everywhere, terrain traps....scary stuff. #respect #wildfire @Los Angeles, California https://www.instagram.com/p/BqG9NtTHhai/?utm_source=ig_twitter_share&igshid=5brxw2p4wr87 …",coldstreamheli,Tue Nov 13 05:25:15 +0000 2018,#respect #wildfire,"much respect to the men and women here in california battling these fires. interface everywhere, terrain traps....scary stuff. #respect #wildfire @los angeles, california …",False
"Apparently this site hardly ever says ""no."" Which is absolutely not surprising to me at all anymore. California is always on fire. :-/ #CaliforniaFires @Burbank, California https://www.instagram.com/p/BqG6xmYDgpt/?utm_source=ig_twitter_share&igshid=ao1b0070eh9t …",Lonely_Xion,Tue Nov 13 05:08:48 +0000 2018,#CaliforniaFires,"apparently this site hardly ever says ""no."" which is absolutely not surprising to me at all anymore. california is always on fire. :-/ #californiafires @burbank, california …",False
Today a friend of my moms contacted her about a friend of hers who knew of a family who lost everything in the Camp Fire. That’s the one in Northern California. Their little girl lost her… https://www.instagram.com/p/BqEWTOCguRJ/?utm_source=ig_twitter_share&igshid=1o7wjjq406fcc …,LizzieRWhite,Tue Nov 13 05:00:08 +0000 2018,,today a friend of my moms contacted her about a friend of hers who knew of a family who lost everything in the camp fire. that’s the one in northern california. their little girl lost her… …,False
"#fire #firefighters @Simi Valley, California https://www.instagram.com/p/BqG3RkJlbPr/?utm_source=ig_twitter_share&igshid=86xqolye1gc8 …",Limeypuke1960,Tue Nov 13 04:33:22 +0000 2018,#fire #firefighters,"#fire #firefighters @simi valley, california …",False
"Thank you to all my friends that checked in with me to see if I was okay, I live downtown so pretty far away from the fires except when Griffith Park had a… https://www.instagram.com/p/BqG2Xy_H-0PFaXAGtUyRxR81G6nrlyMqbAxbRg0/?utm_source=ig_twitter_share&igshid=hhhcqzgytsg6 …",berrebi555,Tue Nov 13 04:25:26 +0000 2018,,"thank you to all my friends that checked in with me to see if i was okay, i live downtown so pretty far away from the fires except when griffith park had a… …",False
"Praying the fires get undercontrol soon so proud of the brave women and men fighting this battle those who have lost their homes, I pray for you to have strength • • • #california… https://www.instagram.com/p/BqG1bT-BzRy/?utm_source=ig_twitter_share&igshid=11go0bnb2ygej …",TheNewMart,Tue Nov 13 04:17:14 +0000 2018,#california,"praying the fires get undercontrol soon so proud of the brave women and men fighting this battle those who have lost their homes, i pray for you to have strength • • • #california… …",False
"Keep these awesome Texas firefighters in prayer as they make their way to California to assist with these awful fires going on @Hacienda Heights, California https://www.instagram.com/p/BqGy4P0Baex6JzpBTl8vFI68Vi5IxWLuF-QOF80/?utm_source=ig_twitter_share&igshid=upv1opqfu6b9 …",chinosgurl74,Tue Nov 13 03:54:55 +0000 2018,,"keep these awesome texas firefighters in prayer as they make their way to california to assist with these awful fires going on @hacienda heights, california …",False
#fire #smoke #calabasas #Malibu #burning #smoke #planes #southerncalifornia #woolseyfire #firefighters #fireengine #old #red #dated #mulhollandhwy #stuntroad #iphone #iphonexsmax… https://www.instagram.com/p/BqGxw6oApVC/?utm_source=ig_twitter_share&igshid=kvkkyve31odh …,clivewlewis,Tue Nov 13 03:45:15 +0000 2018,#fire #smoke #calabasas #Malibu #burning #smoke #planes #southerncalifornia #woolseyfire #firefighters #fireengine #old #red #dated #mulhollandhwy #stuntroad #iphone #iphonexsmax,#fire #smoke #calabasas #malibu #burning #smoke #planes #southerncalifornia #woolseyfire #firefighters #fireengine #old #red #dated #mulhollandhwy #stuntroad #iphone #iphonexsmax… …,False
